symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
MSFT,2023-10-13 00:00:00+00:00,327.73,333.83,326.36,332.38,21085695,325.8907821463,331.9565490004,324.5284705742,330.5146863876,21085695,0.0,1.0
MSFT,2023-10-16 00:00:00+00:00,332.64,336.14,330.6,331.05,22158048,330.7732272699,334.2535853009,328.7446757318,329.1921503358,22158048,0.0,1.0
MSFT,2023-10-17 00:00:00+00:00,332.06,333.46,327.41,329.59,18338523,330.1964822247,331.5886254371,325.5725779835,327.7403438428,18338523,0.0,1.0
MSFT,2023-10-18 00:00:00+00:00,330.11,335.59,328.3,332.49,23153602,328.2574256074,333.706671896,326.4575833114,330.6240690685,23153602,0.0,1.0
MSFT,2023-10-19 00:00:00+00:00,331.32,336.88,330.91,332.15,25052071,329.4606350982,334.9894324275,329.0529360145,330.2859771455,25052071,0.0,1.0
MSFT,2023-10-20 00:00:00+00:00,326.67,331.92,325.45,331.72,25027715,324.8367308569,330.0572679035,323.6235774861,329.8583903017,25027715,0.0,1.0
MSFT,2023-10-23 00:00:00+00:00,329.32,332.725,324.39,325.47,24374748,327.4718590804,330.8577502506,322.5695261967,323.6434652463,24374748,0.0,1.0
MSFT,2023-10-24 00:00:00+00:00,330.53,331.84,327.6,331.3,31153571,328.6750685712,329.9777168628,325.7615117052,329.440747338,31153571,0.0,1.0
MSFT,2023-10-25 00:00:00+00:00,340.67,346.2,337.62,345.02,55053828,338.7581629811,344.2571286701,335.725279554,343.0837508196,55053828,0.0,1.0
MSFT,2023-10-26 00:00:00+00:00,327.89,341.63,326.94,340.54,37828543,326.0498842277,339.7127754696,325.1052156193,338.6288925399,37828543,0.0,1.0
MSFT,2023-10-27 00:00:00+00:00,329.81,336.72,328.4007,330.425,29856522,327.9591092048,334.830330346,326.5577181839,328.5706578302,29856522,0.0,1.0
MSFT,2023-10-30 00:00:00+00:00,337.31,339.45,331.83,333.41,22828082,335.4170192713,337.5450096103,329.9677729827,331.5389060367,22828082,0.0,1.0
MSFT,2023-10-31 00:00:00+00:00,338.11,339.0,334.69,338.85,20265282,336.2125296784,337.0975350063,332.811722688,336.9483768049,20265282,0.0,1.0
MSFT,2023-11-01 00:00:00+00:00,346.07,347.42,339.65,339.79,28158819,344.127858229,345.4702820409,337.743887212,337.8831015333,28158819,0.0,1.0
MSFT,2023-11-02 00:00:00+00:00,348.32,348.83,344.77,347.24,24348072,346.3652312489,346.8723691334,342.8351538174,345.2912921993,24348072,0.0,1.0
MSFT,2023-11-03 00:00:00+00:00,352.8,354.39,347.33,349.63,23637673,350.8200895286,352.4011664627,345.3807871201,347.6678795405,23637673,0.0,1.0
MSFT,2023-11-06 00:00:00+00:00,356.53,357.54,353.35,353.45,23828301,354.5291568017,355.5334886907,351.3670029335,351.4664417344,23828301,0.0,1.0
MSFT,2023-11-07 00:00:00+00:00,360.53,362.46,357.63,359.4,25833931,358.5067088372,360.4258776943,355.6229836115,357.3830503872,25833931,0.0,1.0
MSFT,2023-11-08 00:00:00+00:00,363.2,363.87,360.55,361.68,26767828,361.1617248209,361.8279647868,358.5265965974,359.6502550474,26767828,0.0,1.0
MSFT,2023-11-09 00:00:00+00:00,360.69,364.79,360.362,362.3,24847331,358.6658109186,362.742801755,358.3396516517,360.2667756129,24847331,0.0,1.0
MSFT,2023-11-10 00:00:00+00:00,369.67,370.1,361.07,361.49,28065164,367.5954152382,368.0230020821,359.043678362,359.4613213257,28065164,0.0,1.0
MSFT,2023-11-13 00:00:00+00:00,366.68,368.47,365.9,368.22,19986506,364.6221950917,366.4021496276,363.8465724448,366.1535526254,19986506,0.0,1.0
MSFT,2023-11-14 00:00:00+00:00,370.27,371.95,367.3454,371.01,27683862,368.1920480436,369.8626198985,365.2838608728,368.9278951701,27683862,0.0,1.0
MSFT,2023-11-15 00:00:00+00:00,369.67,373.13,367.11,371.28,26860095,368.3412062449,371.7887691351,365.7904082684,369.9454190348,26860095,0.75,1.0
MSFT,2023-11-16 00:00:00+00:00,376.17,376.35,370.18,370.96,27182315,374.8178417322,374.9971947149,368.8493730293,369.6265692878,27182315,0.0,1.0
MSFT,2023-11-17 00:00:00+00:00,369.85,374.37,367.0,373.61,40325371,368.5205592276,373.0243119049,365.6808036678,372.2670437557,40325371,0.0,1.0
MSFT,2023-11-20 00:00:00+00:00,377.44,378.87,371.0,371.22,52528964,376.0832766659,377.5081364731,369.6664255061,369.8856347073,52528964,0.0,1.0
MSFT,2023-11-21 00:00:00+00:00,373.07,376.2215,371.12,375.67,28423145,371.7289848075,374.8691566134,369.7859941613,374.3196390024,28423145,0.0,1.0
MSFT,2023-11-22 00:00:00+00:00,377.85,379.7899,374.965,378.0,23361184,376.4918029043,378.4247298554,373.6171731534,376.6412637232,23361184,0.0,1.0
MSFT,2023-11-24 00:00:00+00:00,377.43,377.97,375.135,377.33,10176649,376.0733126113,376.6113715595,373.7865620815,375.9736720653,10176649,0.0,1.0
MSFT,2023-11-27 00:00:00+00:00,378.61,380.64,376.2,376.78,22179228,377.2490710536,379.2717741365,374.847733896,375.4256490625,22179228,0.0,1.0
MSFT,2023-11-28 00:00:00+00:00,382.7,383.0,378.16,378.35,20453112,381.3243693833,381.6232910212,376.8006885968,376.9900056341,20453112,0.0,1.0
MSFT,2023-11-29 00:00:00+00:00,378.85,384.3,377.44,383.76,28963399,377.4882083639,382.9186181186,376.0832766659,382.3805591705,28963399,0.0,1.0
MSFT,2023-11-30 00:00:00+00:00,378.91,380.09,375.47,378.49,30554415,377.5479926915,378.7237511338,374.1203579105,377.1295023984,30554415,0.0,1.0
MSFT,2023-12-01 00:00:00+00:00,374.51,378.16,371.31,376.76,33040472,373.1638086693,376.8006885968,369.9753111986,375.4057209534,33040472,0.0,1.0
MSFT,2023-12-04 00:00:00+00:00,369.14,369.52,362.9,369.1,32063305,367.8131113513,368.191745426,361.5955412835,367.7732551329,32063305,0.0,1.0
MSFT,2023-12-05 00:00:00+00:00,372.52,373.075,365.621,366.45,23065035,371.1809618047,371.7339668348,364.306760539,365.132780665,23065035,0.0,1.0
MSFT,2023-12-06 00:00:00+00:00,368.8,374.18,368.03,373.54,21118348,367.4743334951,372.8349948676,366.7071012912,372.1972953735,21118348,0.0,1.0
MSFT,2023-12-07 00:00:00+00:00,370.95,371.4527,366.32,368.23,23118864,369.6166052332,370.1174982577,365.0032479553,366.9063823831,23118864,0.0,1.0
MSFT,2023-12-08 00:00:00+00:00,374.23,374.46,368.23,369.2,20154366,372.8848151406,373.1139883963,366.9063823831,367.8728956789,20154366,0.0,1.0
MSFT,2023-12-11 00:00:00+00:00,371.3,371.6,366.1,368.48,27708757,369.965347144,370.2642687819,364.7840387542,367.155483748,27708757,0.0,1.0
MSFT,2023-12-12 00:00:00+00:00,374.38,374.42,370.46,370.85,24838253,373.0342759595,373.0741321779,369.128366558,369.5169646872,24838253,0.0,1.0
MSFT,2023-12-13 00:00:00+00:00,374.37,377.6361,370.77,376.02,30955531,373.0243119049,376.2786717765,369.4372522504,374.6683809133,30955531,0.0,1.0
MSFT,2023-12-14 00:00:00+00:00,365.93,373.76,364.13,373.31,43277461,364.614649826,372.4165045746,362.8211199988,371.9681221178,43277461,0.0,1.0
MSFT,2023-12-15 00:00:00+00:00,370.73,372.4,366.28,366.85,78502324,369.3973960321,371.0613931496,364.9633917369,365.5313428489,78502324,0.0,1.0
MSFT,2023-12-18 00:00:00+00:00,372.65,373.0,368.68,369.45,21802878,371.3104945145,371.6592364253,367.3547648399,368.1219970438,21802878,0.0,1.0
MSFT,2023-12-19 00:00:00+00:00,373.26,373.26,369.84,371.49,20533284,371.9183018448,371.9183018448,368.510595173,370.1546641813,20533284,0.0,1.0
MSFT,2023-12-20 00:00:00+00:00,370.62,376.03,370.53,375.0,26316650,369.2877914315,374.6783449679,369.1981149401,373.6520473445,26316650,0.0,1.0
MSFT,2023-12-21 00:00:00+00:00,373.54,374.41,370.04,372.56,17708006,372.1972953735,373.0641681233,368.7098762649,371.2208180231,17708006,0.0,1.0
MSFT,2023-12-22 00:00:00+00:00,374.58,375.18,372.71,373.68,17107484,373.2335570515,373.8314003272,371.370278842,372.3367921378,17107484,0.0,1.0
MSFT,2023-12-26 00:00:00+00:00,374.66,376.94,373.5,375.0,12673050,373.3132694882,375.5850739361,372.1574391551,373.6520473445,12673050,0.0,1.0
MSFT,2023-12-27 00:00:00+00:00,374.07,375.06,372.8116,373.69,14872756,372.7253902671,373.7118316721,371.4715136367,372.3467561924,14872756,0.0,1.0
MSFT,2023-12-28 00:00:00+00:00,375.28,376.458,374.16,375.37,14327013,373.9310408732,375.1048065046,372.8150667584,374.0207173645,14327013,0.0,1.0
MSFT,2023-12-29 00:00:00+00:00,376.04,377.16,373.48,376.0,18730838,374.6883090225,375.8042831372,372.1375110459,374.6484528041,18730838,0.0,1.0
