symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
AMZN,2023-08-03 00:00:00+00:00,128.91,129.84,126.41,127.48,91163736,128.91,129.84,126.41,127.48,91163736,0.0,1.0
AMZN,2023-08-04 00:00:00+00:00,139.57,143.63,139.32,141.06,153128470,139.57,143.63,139.32,141.06,153128470,0.0,1.0
AMZN,2023-08-07 00:00:00+00:00,142.22,142.54,138.95,140.99,71213112,142.22,142.54,138.95,140.99,71213112,0.0,1.0
AMZN,2023-08-08 00:00:00+00:00,139.94,140.84,138.42,140.62,51710497,139.94,140.84,138.42,140.62,51710497,0.0,1.0
AMZN,2023-08-09 00:00:00+00:00,137.85,140.32,137.1,139.97,50017349,137.85,140.32,137.1,139.97,50017349,0.0,1.0
AMZN,2023-08-10 00:00:00+00:00,138.56,140.41,137.49,139.075,58928402,138.56,140.41,137.49,139.075,58928402,0.0,1.0
AMZN,2023-08-11 00:00:00+00:00,138.41,139.33,137.0,137.4,42905833,138.41,139.33,137.0,137.4,42905833,0.0,1.0
AMZN,2023-08-14 00:00:00+00:00,140.57,140.59,137.75,138.3,47148699,140.57,140.59,137.75,138.3,47148699,0.0,1.0
AMZN,2023-08-15 00:00:00+00:00,137.67,141.2778,137.23,140.05,42781521,137.67,141.2778,137.23,140.05,42781521,0.0,1.0
AMZN,2023-08-16 00:00:00+00:00,135.07,137.27,135.01,137.19,41675903,135.07,137.27,135.01,137.19,41675903,0.0,1.0
AMZN,2023-08-17 00:00:00+00:00,133.98,136.085,133.53,135.46,48354085,133.98,136.085,133.53,135.46,48354085,0.0,1.0
AMZN,2023-08-18 00:00:00+00:00,133.22,134.065,131.15,131.62,48497698,133.22,134.065,131.15,131.62,48497698,0.0,1.0
AMZN,2023-08-21 00:00:00+00:00,134.68,135.185,132.71,133.74,41442483,134.68,135.185,132.71,133.74,41442483,0.0,1.0
AMZN,2023-08-22 00:00:00+00:00,134.25,135.65,133.73,135.08,32935104,134.25,135.65,133.73,135.08,32935104,0.0,1.0
AMZN,2023-08-23 00:00:00+00:00,135.52,135.95,133.22,134.5,42801043,135.52,135.95,133.22,134.5,42801043,0.0,1.0
AMZN,2023-08-24 00:00:00+00:00,131.84,136.775,131.83,136.4,43646250,131.84,136.775,131.83,136.4,43646250,0.0,1.0
AMZN,2023-08-25 00:00:00+00:00,133.26,133.87,130.58,132.47,44147451,133.26,133.87,130.58,132.47,44147451,0.0,1.0
AMZN,2023-08-28 00:00:00+00:00,133.14,133.95,131.85,133.78,34108410,133.14,133.95,131.85,133.78,34108410,0.0,1.0
AMZN,2023-08-29 00:00:00+00:00,134.91,135.14,133.25,133.38,38646093,134.91,135.14,133.25,133.38,38646093,0.0,1.0
AMZN,2023-08-30 00:00:00+00:00,135.07,135.68,133.92,134.93,36137015,135.07,135.68,133.92,134.93,36137015,0.0,1.0
AMZN,2023-08-31 00:00:00+00:00,138.01,138.7885,135.0,135.06,58781314,138.01,138.7885,135.0,135.06,58781314,0.0,1.0
AMZN,2023-09-01 00:00:00+00:00,138.12,139.96,136.875,139.455,40991536,138.12,139.96,136.875,139.455,40991536,0.0,1.0
AMZN,2023-09-05 00:00:00+00:00,137.27,137.8,135.82,137.73,40636738,137.27,137.8,135.82,137.73,40636738,0.0,1.0
